Edital,Unidade,Título,Vertente,Orientador,Total de Bolsa
2023,CENA,Criação de histórias em quadrinhos como material de apoio didático para ensino de Ciências para crianças do ensino fundamental I,Cultura e Extensão,Flavia Vischi Winck,2
2023,CENA,Desenvolvimento de material de referência de madeiras nativas do bioma Amazônia para aplicações forenses,Pesquisa,Elisabete Aparecida De Nadai Fernandes,1
2023,CENA,Efeitos da exposição de partículas de glitter biodegradável em cianobactérias,Pesquisa,Marli de Fatima Fiore,1
2023,CENA,"Efeitos da nanopartículas de óxido de zinco no consumo e digestibilidade da dieta, microbioma, fermentação e emissão de metano ruminal em ovinos",Pesquisa,Helder Louvandini,1
2023,CENA,Elaboração e aplicação de atividades educacionais envolvendo o tema Água com alunos do ensino fundamental e com a comunidade do campus Luiz de Queiroz,Ensino,Plinio Barbosa de Camargo,1
2023,CENA,Enzimas como bioindicadores da qualidade do solo de Terra Preta da Amazônia,Pesquisa,Tsai Siu Mui,1
2023,CENA,Estudo da interação entre os micronutrientes Mn e Zn com fungicidas utilizados na cultura da soja (Glycine max).,Pesquisa,José Lavres Junior,1
2023,CENA,Estudo de proteínas interatoras à AtPI4Kγ1 em Arabidopsis thaliana,Pesquisa,Francisco Scaglia Linhares,1
2023,CENA,Explorando vídeos digitais e traçadores em titulações: determinação de acidez total em cachaça,Pesquisa,Fabio Rodrigo Piovezani Rocha,1
2023,CENA,Extrato bruto vegetal como reagente para a determinação de Al por fotometria por imagens digitais,Pesquisa,Fabio Rodrigo Piovezani Rocha,1
2023,CENA,Perfil hormonal e análise do sistema imune de planta modelo para o estudo da resistência biótipo-específica ao patógeno Moniliophthora perniciosa,Pesquisa,Antonio Vargas de Oliveira Figueira,1
2023,CENA,POTENCIAL ANTIMICROBIANO DE LINHAGENS DE CIANOBACTÉRIAS CONTRA FITOPATÓGENOS,Pesquisa,Marli de Fatima Fiore,1
2023,CENA,Produção e valor nutritivo de forragens em sistemas de pastejo multiespécies para sustentabilidade da produção de ovinos na agricultura familiar,Pesquisa,Adibe Luiz Abdalla,1
2023,CENA,REFRESHMENT DE UMA GENETIC SEXING STRAIN (GSS-89) DA MOSCA Anastrepha fraterculus (DIPTERA: TEPHRITIDAE) COM GENES SELVAGENS,Pesquisa,Thiago de Araújo Mastrangelo,1
2023,CENA,Volatilização de amônia e destino em frações minerais e orgânicas do nitrogênio do solo de fertilizantes amídicos especiais marcados em 15N,Pesquisa,Eduardo Mariano,1
2023,CEPEUSP,Butantã+Caminhável,Cultura e Extensão,Luiz Eduardo Pinto Basto Tourinho Dantas,3
2023,CEPEUSP,PROGRAMA DE DESENVOLVIMENTO HUMANO PELO ESPORTE: FORMAÇÃO PARA VIDAS+ATIVAS,Cultura e Extensão,Luiz Eduardo Pinto Basto Tourinho Dantas,4
2023,CEUMA,Práticas audiovisuais: ações de extensão no núcleo audiovisual do Centro MariAntonia,Cultura e Extensão,Ana Claudia Scaglione Veiga de Castro,4
2023,CEUMA,Práticas de difusão: núcleo de comunicação do Centro MariAntonia,Cultura e Extensão,Ana Claudia Scaglione Veiga de Castro,4
2023,CEUMA,Práticas de preservação cultural: ações para a constituição de um centro de memória e documentação no Centro MariAntonia,Cultura e Extensão,José Tavares Correia de Lira,3
2023,CEUMA,Práticas mediativas: ações educativas no Centro MariAntonia,Cultura e Extensão,José Tavares Correia de Lira,4
2023,CienTec,"CienTec na Sociedade - Sociedade no Cientec: formação de mediadores, atendimento ao público e ações externas",Cultura e Extensão,Suzana Ursi,18
2023,CienTec,Desenvolvimento de Roteiros Educativo sobre temáticas Ambientais para o Parque CienTec,Cultura e Extensão,Suzana Ursi,9
2023,CINUSP,PROJETO CINUSP Paulo Emilio,Cultura e Extensão,Eduardo Victorio Morettin,10
2023,CORAL USP,CORALUSP 56 anos: experiências de produção musical - da documentação aos bastidores.,Cultura e Extensão,Marli Quadros Leite,7
2023,CPC,Educação e patrimônio na USP: conceituação e práticas na Casa de Dona Yayá e no Centro de Preservação Cultural   CPC/USP,Cultura e Extensão,Simone Scifoni,3
2023,CPC,Imagens em patrimônio: concurso de fotografias do patrimônio da USP,Cultura e Extensão,Flávia Brito do Nascimento,3
2023,CPC,Inventário Participativo de Referências Culturais da USP: Cotidiano Universitário,Cultura e Extensão,Flávia Brito do Nascimento,3
2023,CPC,Roteiros do Patrimônio da USP,Cultura e Extensão,Flávia Brito do Nascimento,4
2023,EACH,A ATUAÇÃO DE OBSTETRIZES NA ATENÇÃO PRIMÁRIA À SAÚDE: DESAFIOS E POSSIBILIDADES,Pesquisa,Glauce Cristine Ferreira Soares,1
2023,EACH,"A circularidade no saneamento básico: GEE, produção de água de reúso, biofertilizante e aproveitamento energético no tratamento de esgotos sanitários",Pesquisa,Marcelo Antunes Nolasco,1
2023,EACH,"A coleção de plantas do Herbário SPFE da Escola de Artes, Ciências e Humanidades: identificação, organização e informatização",Pesquisa,Leonardo Dias Meireles,1
2023,EACH,A COMPANHIA DOCAS DE SANTOS E O DESENVOLVIMENTO PORTUÁRIO,Pesquisa,Agnaldo Valentin,1
2023,EACH,A hipótese do contínuo,Pesquisa,Antonio Calixto de Souza Filho,1
2023,EACH,A influência da França no vestuário feminino do século XIX no Rio de Janeiro: uma análise através da imprensa.,Pesquisa,Maria Silvia Barros de Held,1
2023,EACH,"A política do campo do plástico no Brasil: estratégias, instrumentos, ideias e interesses",Pesquisa,Cristiane Kerches da Silva Leite,1
2023,EACH,A UTILIZAÇÃO DA AURICULOTERAPIA EM ESTUDANTES UNIVERSITÁRIOS COM SINTOMAS DEPRESSIVOS E DE ANSIEDADE,Cultura e Extensão,Beatriz Aparecida Ozello Gutierrez,1
2023,EACH,Abelhas nativas sem ferrão: uma ferramenta para o Ensino de Educação Ambiental e Ecologia,Pesquisa,Verónica Marcela Guridi,1
2023,EACH,Acessibilidade: uma análise do acesso de pessoas com deficiência física em museus e espaços culturais do centro velho da cidade de São Paulo,Pesquisa,Juliana Pedreschi Rodrigues,1
2023,EACH,ACH3688 e ACH3678: atualização e incorporação do conteúdo vinculado ao projeto CAEG EACH-USP,Ensino,André Fontan Kohler,1
2023,EACH,Ações para aumentar a participação feminina e reduzir a disparidade de gênero na área da computação,Cultura e Extensão,Marcelo Medeiros Eler,1
2023,EACH,Acolhe EACH: estratégias para promover a inclusão e evitar a evasão de estudantes na EACH-USP,Ensino,Humberto Miguel Garay Malpartida,2
2023,EACH,Acompanhamento dos(as)  Egressos(as)  do  Curso  de  Bacharelado em Gestão de Políticas Públicas (GPP) da EACH-USP   período 2008-2022.,Ensino,Fernando de Souza Coelho,1
2023,EACH,"Acompanhamento, divulgação e Avaliação das atividades do Ciclo Básico da EACH/USP",Ensino,Alexandre Ferreira Ramos,1
2023,EACH,Adaptação de Métodos Bootstrap para Amostras Obtidas via Métodos Semi-Intencionais,Pesquisa,Marcelo de Souza Lauretto,1
2023,EACH,Agenda governamental em discussão - Fase V: debates em Gestão de Políticas Públicas,Cultura e Extensão,Jose Carlos Vaz,3
2023,EACH,AGENTES COMUNITARIOS EM AÇÃO: INSTRUMENTALIZANDO E CONSTRUINDO UM VÍNCULO SAUDÁVEL JUNTO ÀS IMIGRANTES GRÁVIDAS,Pesquisa,Dora Mariela Salcedo Barrientos,1
2023,EACH,Alternativa para o cultivo de plantas alimentícias - as hortas suspensas,Cultura e Extensão,Tania Pereira Christopoulos,1
2023,EACH,Amamentação nos dois primeiros anos de vida das crianças: a perspectiva de mulheres que amamentam.,Pesquisa,Jacqueline Isaac Machado Brigagão,1
2023,EACH,Análise discursiva comparativa entre Sobrevivendo no Inferno (Racionais MC s) e Brasil (Ratos de Porão),Pesquisa,Diosnio Machado Neto,1
2023,EACH,ANÁLISE DA PRODUÇÃO CIENTÍFICA RELACIONADA A DADOS DA EXECUÇÃO ORÇAMENTÁRIA UTILIZANDO TÉCNICAS DE INTELIGÊNCIA ARTIFICIAL,Pesquisa,Gisele da Silva Craveiro,1
2023,EACH,"Análise das evasões, conclusões, trancamentos e tempo médio de permanência de estudantes de todos os cursos da EACH, de 2005 a 2023.",Ensino,Alessandro Hervaldo Nicolai Ré,2
2023,EACH,"Análise do Programa de Aperfeiçoamento de Ensino (PAE) na Escola de Artes, Ciências e Humanidades (EACH)",Ensino,Marcelo Vilela de Almeida,2
2023,EACH,Aparência Humana no âmbito das relações socioculturais: uma Revisão de Escopo,Pesquisa,Andrea Lopes,1
2023,EACH,Aplicação da inteligência artificial para a previsão de lesão no futebol profissional,Pesquisa,Luis Mochizuki,1
2023,EACH,Aplicativo Diário da Gestante: um projeto de intervenção na Unidade Básica de Estratégia Saúde da Família Três Pontes,Cultura e Extensão,Patrícia Wottrich Parenti,2
2023,EACH,Aplicativos Cívicos para o Controle e Participação Social,Cultura e Extensão,Gisele da Silva Craveiro,2
2023,EACH,AROMATERAPIA E ESCALDA-PÉS PARA O TRABALHO DE PARTO,Pesquisa,Angela Megumi Ochiai,1
2023,EACH,Arte e Gestação na preparação para o parto humanizado,Cultura e Extensão,Edemilson Antunes de Campos,2
2023,EACH,As árvores genealógicas como instrumento de iniciação à sociologia.,Ensino,Graziela Serroni Perosa,1
2023,EACH,As Ciências Naturais na Creche Oeste: memórias docentes,Pesquisa,Celi Rodrigues Chaves Dominguez,1
2023,EACH,As exposições de artes visuais dos Estados Unidos que circularam pelo Brasil e América do Sul entre 1948 e 1978,Pesquisa,Dária Gorete Jaremtchuk,1
2023,EACH,"As quatro juventudes: estudar, trabalhar, se encontrar.",Pesquisa,Graziela Serroni Perosa,1
2023,EACH,Associações entre a duração e qualidade do sono de gestantes  no 3  trimestre com a duração do trabalho de parto,Pesquisa,Mario Pedrazzoli Neto,1
2023,EACH,"Ativa CCA Jardim Keralux - Ciência & Recreação para Crianças em Vulnerabilidade Social - Igualdade de Gênero, Antirracismo e Direitos Animais.",Cultura e Extensão,Luis Paulo de Carvalho Piassi,3
2023,EACH,Atividade física e desenvolvimento motor: efeito de um programa de intervenção baseado na escola e na família durante a infância,Pesquisa,Alessandro Hervaldo Nicolai Ré,1
2023,EACH,Autonomia e capacidade jurídica de pessoas com Síndrome de Down no Brasil: análise a partir da Lei Brasileira de Inclusão,Pesquisa,Bibiana Graeff Chagas Pinto,1
2023,EACH,"AVALIAÇÃO DA ASSISTÊNCIA PRÉ-NATAL NO MUNICÍPIO
DE OSASCO   SÃO PAULO (Continuidade de projeto)",Pesquisa,Marlise de Oliveira Pimentel Lima,1
2023,EACH,Avaliação da assistência pré-natal prestada por profissionais médicos e não médicos em uma Unidade Básica Estratégia Saúde da Família,Pesquisa,Patrícia Wottrich Parenti,1
2023,EACH,Avaliação da expressão de ENPP-1 no tecido adiposo branco e marrom de camundongos fêmeas obesas,Pesquisa,Anna Karenina Azevedo Martins,1
2023,EACH,Avaliação da produção de biogás em função do tipo de resíduo orgânico domiciliar,Pesquisa,Ednilson Viana,1
2023,EACH,Avaliação de eficiência energética de algoritmos para sistemas embarcados,Pesquisa,Daniel de Angelis Cordeiro,1
2023,EACH,Avaliação Empírica de Algoritmos Genéticos para Problemas de Amostragem Semi-Intencional,Pesquisa,Marcelo de Souza Lauretto,1
2023,EACH,Avaliar aquisição de genes de resistência a antibióticos beta lactâmicos em bebês pré termos de uma UTI neonatal,Pesquisa,Carla Romano Taddei,1
2023,EACH,Bacharelado em Gestão Ambiental da EACH/USP: Perfil de ingressantes e acompanhamento de estudantes,Ensino,Helene Mariko Ueno,1
2023,EACH,Ballet para Todos,Cultura e Extensão,Marcelo Massa,1
2023,EACH,BANCA DA CIÊNCIA,Cultura e Extensão,Luis Paulo de Carvalho Piassi,6
2023,EACH,Biblioteca Comunitária do Jardim Lapenna: comunidade e universidade unidas para o estímulo e promoção da leitura,Cultura e Extensão,Juliana Pedreschi Rodrigues,3
2023,EACH,Biodiversidade de mosquitos (Diptera: Culicidae) no Córrego Dois Irmãos e sua rede de drenagem,Pesquisa,Helene Mariko Ueno,1
2023,EACH,Boletim de Políticas Públicas,Cultura e Extensão,André Gal Mountian,1
2023,EACH,Campus Inteligente e Sustentável: sequestro e fixação de carbono pela vegetação arbórea no Campus USP Capital   Área Leste,Pesquisa,Alexandre Toshiro Igari,1
2023,EACH,Caracterização e avaliação da trajetória profissional e da formação acadêmica complementar dos egressos do Curso de Bacharelado em Lazer e Turismo,Pesquisa,André Fontan Kohler,1
2023,EACH,Centro de Documentação História e Memória da Obstetrícia,Cultura e Extensão,Elizabete Franco Cruz,1
2023,EACH,Ciclomobilidade e Caminhabilidade no Jardim Keralux,Cultura e Extensão,Reinaldo Tadeu Boscolo Pacheco,1
2023,EACH,CIENTISTA INOVADOR,Pesquisa,Luciane Meneguin Ortega Vidal,1
2023,EACH,"Cine Debate   Democracia, Direitos Humanos e Diversidade no cinema e no cotidiano da EACH-USP",Cultura e Extensão,Ester Gammardella Rizzi,2
2023,EACH,Classificação de cardiomiopatias a partir de descritores de imagens de Ressonância Magnética Cardíaca,Pesquisa,Fátima de Lourdes dos Santos Nunes Marques,1
2023,EACH,Clubes de Ciências Escolares da EACH/USP,Cultura e Extensão,Luis Paulo de Carvalho Piassi,6
2023,EACH,COLETÂNEA SAÚDE DA MULHER: estratégia educativa na Atenção Primária à Saúde,Ensino,Patrícia Wottrich Parenti,2
2023,EACH,Como a Moda Atravessa a Comunidade com Diagnóstico do Transtorno do Espectro Autista,Pesquisa,Antonio Takao Kanamaru,1
2023,EACH,"Comparação de dados SRTM e LiDAR para a delimitação de rede de drenagem do Córrego Dois Irmãos, Vila Guaraciaba, São Paulo SP",Pesquisa,Gerardo Kuntschik,1
2023,EACH,Comportamento do olhar e desempenho motor de caratecas habilidosos e iniciantes,Pesquisa,Cassio de Miranda Meira Junior,1
2023,EACH,"Composição de comunidades de planárias terrestres (Platyhelminthes, Tricladida, Geoplanidae) da Estação Ecológica Juréia-Itatins, no sul paulista",Pesquisa,Fernando Jesús Carbayo Baz,1
2023,EACH,Compostagem em vaso: um novo caminho para a disseminação da compostagem no espaço urbano,Cultura e Extensão,Ednilson Viana,1
2023,EACH,Comprimento de onda do laser e condicionamento da amostra no monitoramento bioquímico da produção de VLP de SARS-CoV-2 por espectroscopia Raman,Pesquisa,Eutimio Gustavo Fernández Núñez,1
2023,EACH,Computação Espacial Sonora: Algoritmos para mixagem vetorial e versão plug-in para o sistema AUDIENCE de áudio espacial,Pesquisa,Regis Rossi Alves Faria,1
2023,EACH,"CONECTANDO EGRESSOS, DOCENTES E GRADUANDOS EM LICENCIATURA EM CIÊNCIAS DA NATUREZA",Cultura e Extensão,Rodrigo Hirata Willemart,1
2023,EACH,CONSTRUÇÃO DE ESTUDOS DE CASO NA ÁREA DE POLÍTICAS DE PROMOÇÃO DA ATIVIDADE FÍSICA E PRÁTICAS CORPORAIS,Ensino,Douglas Roque Andrade,1
2023,EACH,Construção de linhagens de Saccharomyces cerevisiae com deleções em genes da resposta a proteínas desenoveladas.,Pesquisa,José Ribamar dos Santos Ferreira Júnior,1
2023,EACH,CONSTRUÇÃO DE MATERIAL EDUCATIVO PARA AMPLIAR CONHECIMENTOS DE AGENTES COMUNITÁRIOS DE SAÚDE SOBRE O PUERPÉRIO,Cultura e Extensão,Nadia Zanon Narchi,1
2023,EACH,CONSTRUÇÃO E VALIDAÇÃO DE MODELOS DIDÁTICOS DE BAIXO CUSTO PARA O ENSINO DA AVALIAÇÃO DE LACERAÇÕES PERINEAIS,Ensino,Maristela Belletti Mutt Urasaki,2
2023,EACH,Construtíveis por Régua e Compasso,Ensino,Antonio Calixto de Souza Filho,1
2023,EACH,Consumo colaborativo em viagens: análise da hashtag #airbnbbrasil no Instagram.,Pesquisa,Cynthia Harumy Watanabe Correa,1
2023,EACH,Criação de conteúdo de podcasts sobre conceitos e desafios da área de computação para a comunidade de tecnologia,Cultura e Extensão,Marcelo Medeiros Eler,1
2023,EACH,CRIAÇÃO DE MATERIAL AUDIOVISUAL SOBRE AS VIVÊNCIAS LÉSBICAS E SUA RELAÇÃO COM A PRODUÇÃO DO CUIDADO EM SAÚDE,Ensino,Edemilson Antunes de Campos,2
2023,EACH,Curadoria física e digital de planárias terrestres,Cultura e Extensão,Fernando Jesús Carbayo Baz,1
2023,EACH,De volta ao armário: políticas públicas e direitos humanos à população LGBTQIAP+ durante o governo Jair Bolsonaro,Pesquisa,Alessandro Soares da Silva,1
2023,EACH,Descoberta de um novo parente peruibense: descrição de nova espécie de Triglochinura Mello-Leitão (Arachnida: Opiliones) do litoral sul paulista,Pesquisa,Marcos Ryotaro Hara,1
2023,EACH,"Desenho de inibidores duais de MAO e HDAC6, possíveis candidatos terapêuticos para glioblastoma, empregando técnicas de Drug Design",Pesquisa,Káthia Maria Honorio,1
2023,EACH,Desenvolvimento de abordagens didáticas com enfoque em biologia computacional para o ensino da Bioinformática,Ensino,Grzegorz Kowal,2
2023,EACH,Desenvolvimento de aplicativo para programação de serviços para robôs sociais.,Pesquisa,Sarajane Marques Peres,1
2023,EACH,Desenvolvimento de aplicativos para robô social para interação com idosos em ILPIs visando aumento do engajamento cognitivo e letramento digital,Pesquisa,Marcelo Fantinato,1
2023,EACH,Desenvolvimento de fibras de grafeno com alginato para aplicações têxteis,Pesquisa,Silgia Aparecida da Costa,1
2023,EACH,Desenvolvimento de habilidades e competências para a elaboração de desenhos de pesquisas na área de Gestão de Políticas Públicas,Ensino,Renata Mirandola Bichir,1
2023,EACH,Desenvolvimento de Materiais Didáticos Relacionados com Química Forense,Ensino,Káthia Maria Honorio,2
2023,EACH,Desenvolvimento de nanocompósitos à base de própolis e de nanoargilas haloisita e caulinita para aplicações antimicrobianas.,Pesquisa,Patricia Targon Campana,1
2023,EACH,"Desenvolvimento de novos produtos visando redução de resíduos descartados nos aterros sanitários: medidas socioambientais -
NAP   SUSTEXMODA",Pesquisa,Francisca Dantas Mendes,1
2023,EACH,Desenvolvimento de Scaffolds a base de fibras quitosana com fosfato de cálcio extraídos de conchas marinhas.,Pesquisa,Silgia Aparecida da Costa,1
2023,EACH,Desenvolvimento de scaffolds eletrofiados a partir do polímero PLGA com adição de própolis para aplicações antimicrobianas.,Pesquisa,Patricia Targon Campana,1
2023,EACH,Desenvolvimento de um sistema informatizado (software) de gerenciamento de TCC,Ensino,Silvio Yoshiro Mizuguchi Miyazaki,1
2023,EACH,Desenvolvimento de uma ferramenta de apoio à coordenação do curso de Sistemas de Informação Fase 2,Ensino,José de Jesus Pérez Alcazár,2
2023,EACH,Desenvolvimento de vídeos educacionais para aprimorar o ensino de conteúdos específicos do curso Educação Física,Ensino,Marcelo Saldanha Aoki,1
2023,EACH,"Design, trabalho e renda solidárias: introdução ao desenho gráfico e
digital 3D em moda",Cultura e Extensão,Antonio Takao Kanamaru,3
2023,EACH,DISCO INSTRUCIONAL DO MANEJO NA HEMORRAGIA PÓS-PARTO: FERRAMENTA DE APOIO À ASSISTÊNCIA,Cultura e Extensão,Natalucia Matos Araújo de Carvalho,1
2023,EACH,Do modernismo e o resgate do barroco: os desafios à tradição historiográfica brasileira.,Pesquisa,Domingos Tadeu Chiarelli,1
2023,EACH,e-Brincando que a gente enfrenta a obesidade infantil,Cultura e Extensão,Anna Karenina Azevedo Martins,2
2023,EACH,Ecologia do Córrego Dois Irmãos e sua rede de drenagem,Pesquisa,Luís César Schiesari,1
2023,EACH,Educação Ambiental como ferramenta para promover o bem-estar social,Pesquisa,Cristina Adams,1
2023,EACH,Educação fiscal como ação para o fortalecimento da cidadania dos alunos e alunas da rede do ensino médio de São Paulo,Cultura e Extensão,Jaime Crozatti,1
2023,EACH,"EDUCAÇÃO PERMANENTE EM SAÚDE: LEVANTAMENTO DE DADOS PRIMÁRIOS NAS REGIÕES LESTE, CENTRO, OESTE E NORTE DO MUNICÍPIO DE SÃO PAULO",Ensino,Eunice Almeida da Silva,2
2023,EACH,"EDUCAÇÃO PERMANENTE EM SAÚDE: LEVANTAMENTO DE DADOS PRIMÁRIOS NAS REGIÕES LESTE, CENTRO, OESTE E NORTE DO MUNICÍPIO DE SÃO PAULO.",Pesquisa,Eunice Almeida da Silva,1
2023,EACH,"EDUCAÇÃO PERMANENTE EM SAÚDE: LEVANTAMENTO DE DADOS PRIMÁRIOS NAS REGIÕES SUL E SUDESTE DO MUNICÍPIO DE SÃO 
 PAULO",Pesquisa,Régia Cristina Oliveira,1
2023,EACH,"EDUCAÇÃO PERMANENTE EM SAÚDE: LEVANTAMENTO DE DADOS PRIMÁRIOS NAS REGIÕES SUL E SUDESTE DO MUNICÍPIO DE SÃO 
PAULO",Ensino,Régia Cristina Oliveira,2
2023,EACH,EDUCAÇÃO PERMANENTE EM SAÚDE: SISTEMATIZAÇÃO DE DADOS POR SISTEMAS DE INFORMAÇÃO (SI),Pesquisa,Esteban Fernandez Tuesta,1
2023,EACH,Efeito da idade relativa no Rugby,Pesquisa,Marcelo Saldanha Aoki,1
2023,EACH,EFEITO PLACEBO E DESEMPENHO FÍSICO: MECANISMOS CENTRAIS E PERIFÉRICOS INVESTIGADOS EM DIFERENTES DELINEAMENTOS EXPERIMENTAIS,Pesquisa,Flávio de Oliveira Pires,1
2023,EACH,ELABORAÇÃO E DIFUSÃO  DO ÍNDICE DE DISTORÇÃO ELEITORAL (IDE,Pesquisa,David Diniz Dantas,1
2023,EACH,Em torno do desenvolvimento: estudos de propostas fundadas no conceito de bem viver.,Pesquisa,Silvia Helena Zanirato,1
2023,EACH,Enriquecimento de aplicativos de robô social via grandes modelos de linguagem,Pesquisa,Marcelo Fantinato,1
2023,EACH,Ensinando e aprendendo: investigações e práticas sobre educação não formal no Galpão de Cultura do Jardim Lapenna,Ensino,Juliana Pedreschi Rodrigues,1
2023,EACH,Ensino de lógica e conceitos de programação de computadores para alunos de Escolas Técnicas Estaduais (ETECs),Cultura e Extensão,Marcelo Medeiros Eler,1
2023,EACH,Ensino de Pesquisa de Opinião nas Escolas Públicas de São Paulo,Cultura e Extensão,Jose Mauro da Costa Hernandez,2
2023,EACH,"ENTREVISTAS COM ATORES DE GESTÃO PÚBLICA, PRIVADA E DA SOCIEDADE CIVIL NA ÁREA DE PROMOÇÃO DA ATIVIDADE FÍSICA.",Pesquisa,Douglas Roque Andrade,1
2023,EACH,Envelhecimento saudável: pessoas idosas na informática,Cultura e Extensão,Beatriz Aparecida Ozello Gutierrez,2
2023,EACH,Epidemiologia de doenças transmissíveis: estudos de caso na formação em Gestão Ambiental,Ensino,Helene Mariko Ueno,1
2023,EACH,"Espaço De Práticas Sustentáveis Do Laboratório De Abelhas, Biotecnologia E Estudos Em Sustentabilidade (LABBEES)   EACH-USP.",Cultura e Extensão,Tiago Mauricio Francoy,2
2023,EACH,ESTUDO DA PERCEPÇÃO DE CRIANÇAS PEQUENAS SOBRE REPRODUÇÃO E FORMAS DE NASCER DE DIFERENTES SERES VIVOS,Pesquisa,Celi Rodrigues Chaves Dominguez,1
