Edital,Unidade,Título,Vertente,Orientador,Total de Bolsa
2024,CENA,Comunicação digital de projeto de pesquisa voltado à fixação biológica de nitrogênio e promoção do crescimento por bactéria em cana-de-açúcar,Cultura e Extensão,Eduardo Mariano,1
2024,CENA,Contação de histórias do CENA    uma vivência intergeracional como forma de valorização da comunidade sênior.,Inclusão e Pertencimento,Flavia Vischi Winck,1
2024,CENA,Desenvolvimento de materiais de referência de madeiras nativas do bioma Amazônia para aplicações forenses,Pesquisa,Elisabete Aparecida De Nadai Fernandes,1
2024,CENA,Desenvolvimento e aplicação de experimentos para ensino de química analítica na graduação em Ciências dos Alimentos,Ensino,Fabio Rodrigo Piovezani Rocha,1
2024,CENA,Desenvolvimento testicular em cordeiros suplementados com nanopartículas de óxido de zinco,Pesquisa,Helder Louvandini,1
2024,CENA,Determinação de metais potencialmente tóxicos em aguapés coletados na Represa Salto Grande,Pesquisa,Ernani Pinto Junior,1
2024,CENA,Disseminação dos efeitos da adubação NPK na produtividade de biomassa da cultura de cana-energia em ambiente controlado,Cultura e Extensão,Cassio Hamilton Abreu Junior,1
2024,CENA,Diversidade e inclusão na casa do estudante universitário: um olhar sobre o perfil discente,Inclusão e Pertencimento,Marli de Fatima Fiore,1
2024,CENA,Eficácia na piramidação de sequências expressando dsRNAs direcionadas a Tuta absoluta para o controle da praga por RNA de interferência (RNAi),Pesquisa,Antonio Vargas de Oliveira Figueira,1
2024,CENA,ELABORAÇÃO DE UM BANCO DE DADOS ISOTÓPICOS DE AÇAÍ COMO BASE PARA CERTIFICAÇAO DE ORIGEM DE PRODUTOS FLORESTAIS NÃO MADEIREIROS,Pesquisa,Luiz Antonio Martinelli,1
2024,CENA,Elaboração e aplicação de atividades educacionais sobre o tema  Água  para crianças do ensino fundamental e comunidade externa à ESALQ-USP,Cultura e Extensão,Plinio Barbosa de Camargo,2
2024,CENA,Ensino de Graduação da Disciplina CEN0413   Agrotóxicos: Interações no Ambiente,Ensino,Kassio Ferreira Mendes,1
2024,CENA,Estudo  in vivo  de proteínas interatoras à AtPI4Kγ1 em Arabidopsis thaliana,Pesquisa,Francisco Scaglia Linhares,1
2024,CENA,EXPLORANDO INTERAÇÕES METABÓLICAS ENTRE A CIANOBACTÉRIA MARINHA Capilliphycus salinus ALCB114379 E SUAS BACTÉRIAS ASSOCIADAS,Pesquisa,Marli de Fatima Fiore,1
2024,CENA,Explorando vídeos digitais e traçadores em titulações: determinação de acidez total e ésteres em cachaça,Pesquisa,Fabio Rodrigo Piovezani Rocha,1
2024,CENA,FITORREMEDIAÇÃO ANTIMICROBIANOS EM AMBIENTES AQUÁTICOS E TERRESTRES,Pesquisa,Valdemar Luiz Tornisielo,1
2024,CENA,Imagens multiespectrais integradas com modelos de inteligência artificial para diagnóstico da qualidade de sementes de soja,Pesquisa,Thiago de Araújo Mastrangelo,1
2024,CENA,Modelagem estatística das razões isotópicas de oxigênio e carbono em espécies arbóreas da região Amazônica,Pesquisa,Deoclecio Jardim Amorim,1
2024,CENA,Papel da receptividade institucional em espaços laborais na saúde mental da comunidade universitária,Inclusão e Pertencimento,Kassio Ferreira Mendes,1
2024,CENA,Produção de material didático de estatística e ciência de dados agroambientais com aplicações em Python,Ensino,Deoclecio Jardim Amorim,1
2024,CENA,Projeto Saberando: histórias em quadrinhos como material de apoio didático para ensino de Ciências para crianças do ensino fundamental,Cultura e Extensão,Flavia Vischi Winck,2
2024,CENA,"RECONSTRUÇÃO PALEOAMBIENTAL NA PLANÍCIE ALUVIAL DE MARAPANIM (PA) COM USO DE BIOINDICADORES DE SÍLICA, DATAÇÃO POR RADIOCARBONO E ISÓTOPOS DO C E N",Pesquisa,Luiz Carlos Ruiz Pessenda,1
2024,CENA,Transporte via lixiviação de S-metolachlor em solo agricultável contaminado com microplásticos,Pesquisa,Kassio Ferreira Mendes,1
2024,CENA,Utilização de Tithonia diversifolia e coprodutos agroindustriais visando sustentabilidade e mitigação das emissões de gases de efeito estufa,Pesquisa,Adibe Luiz Abdalla,1
2024,CEPEUSP,PROGRAMA DE DESENVOLVIMENTO HUMANO PELO ESPORTE: FORMAÇÃO PARA VIDAS+ATIVAS,Inclusão e Pertencimento,Luiz Eduardo Pinto Basto Tourinho Dantas,2
2024,CEUMA,"Práticas de cultura e extensão no Centro MariAntonia (CEUMA USP): atividades ligadas à memória, educação, audiovisual, expografia e comunicação",Cultura e Extensão,Ana Claudia Scaglione Veiga de Castro,15
2024,CIAGRI,Efeito da concentração de sulfato de zinco no mosto sobre os parâmetros da fermentação,Pesquisa,Antonio Sampaio Baptista,1
2024,CIAGRI,Renovabio : Impacto da Politica Pública nas operações agronômicas e industriais para a descarbonização no setor sucroenergético,Cultura e Extensão,Antonio Sampaio Baptista,2
2024,CienTec,Exposição  USP 90 anos: uma jornada imersiva pelos nossos Museus : investigando a formação e a ação de mediadores.,Pesquisa,Suzana Ursi,1
2024,CienTec,Parque de Ciência e Tecnologia da USP: Desenvolvimento de Roteiros e Materiais Educativo na Perspectiva da Educação Inclusiva.,Inclusão e Pertencimento,Suzana Ursi,2
2024,CienTec,Parque de Ciência e Tecnologia da USP: formação de mediadores e atendimento ao público.,Cultura e Extensão,Suzana Ursi,15
2024,CINUSP,Projeto CINUSP Paulo Emilio,Cultura e Extensão,Eduardo Victorio Morettin,10
2024,CORAL USP,CORALUSP 57 anos: experiências de produção musical - da documentação aos bastidores,Cultura e Extensão,Marli Quadros Leite,6
2024,CPC,Cotidiano Universitário: Inventário Participativo de Referências Culturais da USP,Pesquisa,Flávia Brito do Nascimento,1
2024,CPC,Educação e patrimônio na USP: conceituação e práticas na Casa de Dona Yayá e no Centro de Preservação Cultural   CPC/USP,Cultura e Extensão,Joana Mello de Carvalho e Silva,4
2024,CPC,Roteiros do Patrimônio da USP,Cultura e Extensão,Flávia Brito do Nascimento,3
2024,EACH,"A coleção de plantas do Herbário SPFE e arborização da Escola de Artes, Ciências e Humanidades como instrumento ao Ensino de Botânica",Ensino,Leonardo Dias Meireles,2
2024,EACH,A desinformação sobre o uso do DIU: o rastreamento da hashtag #diudecobre na plataforma do Instagram.,Pesquisa,Cynthia Harumy Watanabe Correa,1
2024,EACH,A escolha pela carreira de Gestão em Saúde entre os estudantes do curso de Graduação em Obstetrícia: um estudo qualitativo.,Ensino,Eunice Almeida da Silva,1
2024,EACH,A FORMAÇÃO DA AGENDA DE INVESTIMENTO EM INFRAESTRUTURA FERROVIÁRIA NO ESTADO DE SÃO PAULO (2022-2024),Pesquisa,Agnaldo Valentin,1
2024,EACH,A Matemática Básica e as ferramentas para o Cálculo Diferencial e Integral,Ensino,Rosana Retsos Signorelli Vargas,1
2024,EACH,A Organização da Música nas Periferias: Experiências de Autogestão e a Dicotomia da Ação do Estado,Pesquisa,Diosnio Machado Neto,1
2024,EACH,"A perspectiva de profissionais de saúde acerca da sexualidade na gestação, parto e no pós-parto.",Pesquisa,Jacqueline Isaac Machado Brigagão,1
2024,EACH,A pesquisa científica em lazer no Brasil e suas interfaces com o turismo,Pesquisa,Ricardo Ricci Uvinha,1
2024,EACH,A teleologia na dinâmica da aprendizagem: o impacto da compreensão do raciocínio teleológico na construção conhecimento.,Pesquisa,Ivana Brito,1
2024,EACH,A torre de Hanoi e Generalizações,Pesquisa,Antonio Calixto de Souza Filho,1
2024,EACH,A USP e o Pimentas/Guarulhos: diálogo por meio da cultura e extensão.,Cultura e Extensão,Heber Silveira Rocha,2
2024,EACH,Abelhas nativas sem ferrão: uma ferramenta para o Ensino de Educação Ambiental e Ecologia,Pesquisa,Verónica Marcela Guridi,1
2024,EACH,Abordagem dos conceitos dos direitos sexuais e da justiça reprodutiva de cursos na área de saúde em uma universidade pública de São Paulo,Pesquisa,Roselane Gonçalves,1
2024,EACH,"Acompanhamento dos(as) Egressos(as) dos Cursos de Bacharelado, Mestrado e Especialização em GPP da EACH-USP",Ensino,Fernando de Souza Coelho,1
2024,EACH,"Acompanhamento, divulgação, Avaliação das atividades e elaboração de material didático para o Ciclo Básico da EACH/USP",Ensino,Alexandre Ferreira Ramos,1
2024,EACH,ADAPTAÇÃO CLIMÁTICA EM CONTEXTO DE VULNERABILIDADE:  ESTRATÉGIAS PARA A INCLUSÃO DOS CATADORES DE MATERIAIS RECICLÁVEIS,Pesquisa,Sylmara Lopes Francelino Gonçalves Dias,1
2024,EACH,Agenda governamental brasileira sob a perspectiva do orçamento público federal: uma análise das despesas públicas da União,Pesquisa,Ursula Dias Peres,1
2024,EACH,Agenda Governamental em Pauta - Fase VI: debates em Gestão de Políticas Públicas,Cultura e Extensão,Jose Carlos Vaz,1
2024,EACH,Agricultura Urbana e Periurbana e Compostagem: Modelos de Implementação,Cultura e Extensão,Eduardo de Lima Caldas,1
2024,EACH,ANÁLISE DA GOVERNANÇA E GESTÃO DA ÁGUA DA REGIÃO METROPOLITANA DE SÃO PAULO PELO COMITÊ DA BACIA HIDROGRÁFICA DO ALTO TIETÊ (2002 A 2023),Pesquisa,Ana Paula Fracalanza,1
2024,EACH,"Análise das evasões, conclusões, tempo médio de permanência e empregabilidade em todos os cursos da EACH de 2005 a 2024",Ensino,Alessandro Hervaldo Nicolai Ré,1
2024,EACH,Análise das políticas públicas de reconhecimento de direitos humanos a partir de seus instrumentos e desenhos,Pesquisa,Heber Silveira Rocha,1
2024,EACH,Análise de Rede Social na Antiguidade: um estudo de comunidade na Antiga Mesopotâmia através das humanidades digitais,Pesquisa,Carlos Henrique Barbosa Gonçalves,1
2024,EACH,Análise de simuladores e adaptação visando a redução das emissões de CO2 em data centers,Pesquisa,Daniel de Angelis Cordeiro,1
2024,EACH,ANÁLISE DOCUMENTAL DOS TRABALHOS DE CONCLUSÃO DO CURSO DE EDUCAÇÃO FÍSICA E SAÚDE DA EACH-USP,Pesquisa,Cassio de Miranda Meira Junior,1
2024,EACH,"Análise dos compromissos assumidos pelo Brasil, no âmbito do Regime de Segurança Química (Convenções de Estocolmo e de Roterdã)",Pesquisa,Wânia Duleba,1
2024,EACH,Aplicação de Resíduos Sólidos na Construção de Jardins Sensoriais,Cultura e Extensão,Renata Colombo,1
2024,EACH,Aplicações de algoritmos de clusterização à análise de ensembles de estimações de parâmetros obtidas por simulated annealing,Pesquisa,Alexandre Ferreira Ramos,1
2024,EACH,Aplicativo Diário da Gestante: um projeto de intervenção na Unidade Básica de Estratégia Saúde da Família Três Pontes,Pesquisa,Patrícia Wottrich Parenti,1
2024,EACH,Aplicativos Cívicos para o Controle e Participação Social,Cultura e Extensão,Gisele da Silva Craveiro,1
2024,EACH,Aproveitamento de Resíduos Agroindustriais: práticas integrativas pautadas no ensino e na aprendizagem de ciências e sustentabilidade,Ensino,Renata Colombo,2
2024,EACH,Arquitetura com terra como proposta para a arquitetura sustentável: Otimização de técnicas para a preparação de argamassas em terra,Pesquisa,Andrea Cavicchioli,1
2024,EACH,As árvores genealógicas como instrumento de iniciação à sociologia,Ensino,Graziela Serroni Perosa,1
2024,EACH,As Ciências Naturais na Creche Oeste: memórias docentes,Pesquisa,Celi Rodrigues Chaves Dominguez,1
2024,EACH,"As Políticas Públicas de Direitos Humanos no Governo Bolsonaro: Estado, ONGs e Movimentos Sociais de Mulheres e de LGBTs",Pesquisa,Alessandro Soares da Silva,1
2024,EACH,"As quatro juventudes: estudar, trabalhar, se encontrar.",Pesquisa,Graziela Serroni Perosa,1
2024,EACH,Assistência ambulatorial: a busca pela excelência na integralidade do cuidado,Ensino,Beatriz Aparecida Ozello Gutierrez,1
2024,EACH,Associação entre fragilidade e a distância percorrida no teste de caminhada de 6 minutos em idosos com insuficiência cardíaca.,Pesquisa,Francisco Luciano Pontes Junior,1
2024,EACH,Associações entre a duração e qualidade do sono de gestantes no terceiro trimestre com a duração do trabalho de parto,Pesquisa,Christiane Borges do Nascimento Chofakian,1
2024,EACH,Ateliê de criatividade aberto para comunidade externa,Cultura e Extensão,Mauricio de Campos Araujo,2
2024,EACH,"AVALIAÇÃO DA ASSISTÊNCIA PRÉ-NATAL NA UNIDADE BÁSICA DE SAÚDE FRANCISCA DE LIMA (PORTAL) NO MUNICÍPIO
DE OSASCO   SÃO PAULO",Pesquisa,Marlise de Oliveira Pimentel Lima,1
2024,EACH,Avaliação da produção de biogás em função de resíduos processados e resíduos palhosos,Pesquisa,Ednilson Viana,1
2024,EACH,AVALIAÇÃO DE APLICATIVO DESTINADO A AMPLIAR OS CONHECIMENTOS DOS AGENTES COMUNITÁRIOS DE SAÚDE SOBRE O PUERPÉRIO,Pesquisa,Nadia Zanon Narchi,1
2024,EACH,Avaliação de políticas públicas no Brasil: uma proposta de revisão sistemática da literatura,Ensino,Andrea Lucchesi,1
2024,EACH,Balburdiando na Divulgação Científica: ações sobre uma Oficina de Divulgação de Pesquisas Educacionais,Cultura e Extensão,Celi Rodrigues Chaves Dominguez,1
2024,EACH,BALLET CLÁSSICO PARA TODOS,Cultura e Extensão,Marcelo Massa,1
2024,EACH,BANCA DA CIÊNCIA,Cultura e Extensão,Luis Paulo de Carvalho Piassi,6
2024,EACH,Biblioteca Comunitária do Jardim Lapenna: comunidade e universidade unidas para o estímulo e promoção da leitura,Cultura e Extensão,Juliana Pedreschi Rodrigues,2
2024,EACH,"Biologia do sono I: 
produção de curso para a plataforma de e-learning Coursera",Ensino,Mario Pedrazzoli Neto,1
2024,EACH,Boletim de Políticas Públicas,Cultura e Extensão,André Gal Mountian,1
2024,EACH,"Byrsonima verbascifolia L. (DC): Um potencial aliado seguro, eficiente e sustentável no tratamento de infecções oportunistas",Pesquisa,Miriam Sannomiya,1
2024,EACH,Cálculo de derivada das Cônicas,Ensino,Antonio Calixto de Souza Filho,1
2024,EACH,Campus Inteligente e Sustentável: sequestro e fixação de carbono pela vegetação arbórea no Campus USP Capital   Área Leste,Pesquisa,Alexandre Toshiro Igari,1
2024,EACH,"Capacidades Estatais nos Municípios Brasileiros para a Implementação do MROSC- Lei 13.019/14-: parcerias, OSCs e a Gestão Pública",Pesquisa,Patrícia Maria Emerenciano de Mendonça,1
2024,EACH,Capacitação de profissionais  da Atenção Primária à Saúde na assistência à mulheres em situação de Violência por Parceiro Íntimo (VPI),Cultura e Extensão,Patrícia Wottrich Parenti,2
2024,EACH,Capacitação teórica de graduandas obstetrizes na prevenção da Incontinência Urinária,Ensino,Joyce da Costa Silveira de Camargo,1
2024,EACH,"Caracterização dos Condicionantes Geológicos e Geomorfológicos da Nascente do Rio Tietê, Salesópolis, São Paulo",Pesquisa,Victor Velazquez Fernandez,1
2024,EACH,Cartografias e deslocamentos: exposições de artes visuais internacionais que circularam pelo Brasil entre 1948 e 1978,Pesquisa,Dária Gorete Jaremtchuk,1
2024,EACH,Centro de Documentação: História e Memória da Obstetrícia no Brasil,Cultura e Extensão,Elizabete Franco Cruz,1
2024,EACH,"Cérebro, Cérebro meu... elaboração de divulgação científica sobre a saúde do cérebro ao longo do processo de envelhecimento",Cultura e Extensão,Tânia Araújo Viel,2
2024,EACH,"China, um império da moda: O impacto dos produtos chineses no mercado interno brasileiro de vestuário.",Pesquisa,João Paulo Pereira Marcicano,1
2024,EACH,Ciclomobilidade e Caminhabilidade no Jardim Keralux   fase 2: grupos sociais e instituições locais.,Cultura e Extensão,Reinaldo Tadeu Boscolo Pacheco,1
2024,EACH,Cidades sustentáveis e  comunidades saudáveis: políticas e públicas e universalização da água e saneamento na periferia de São Paulo,Cultura e Extensão,Marcelo Antunes Nolasco,1
2024,EACH,Ciências da Melhoria: uma proposta de melhoria no ensino de práticas obstétricas,Ensino,Rosemeire Sartori de Albuquerque,1
2024,EACH,"Cientista inovador: mapeamento, análise e proposição de metodologia.",Pesquisa,Luciane Meneguin Ortega Vidal,1
2024,EACH,COLETÂNEA SAÚDE DA MULHER: estratégia educativa na Atenção Primária à Saúde,Ensino,Patrícia Wottrich Parenti,1
2024,EACH,Comércio de produtos oceânicos entre os países lusófonos,Pesquisa,Silvio Yoshiro Mizuguchi Miyazaki,1
2024,EACH,Computação Espacial Sonora: Algoritmos para mixagem matricial e codificação acústica,Pesquisa,Regis Rossi Alves Faria,1
2024,EACH,Conexão oceânica: Divulgação e Capacitação do Hub Lusófono da Década do Oceano,Cultura e Extensão,Wânia Duleba,1
2024,EACH,Construção da disciplina optativa livre  Política e Biotecnologia: uma oficina legislativa,Ensino,José Ribamar dos Santos Ferreira Júnior,1
2024,EACH,Construção de estudos de caso na área de políticas de promoção da atividade física e práticas corporais,Ensino,Douglas Roque Andrade,1
2024,EACH,Construção de modelos didáticos de artrópodes para o ensino de zoologia,Ensino,Marcos Ryotaro Hara,1
2024,EACH,Construção de uma interface de explicações e sua aplicação na área de descoberta de novos medicamentos,Pesquisa,Patrícia Rufino Oliveira,1
2024,EACH,CONSTRUÇÃO E VALIDAÇÃO DE MODELOS DIDÁTICOS DE BAIXO CUSTO PARA O ENSINO DA AVALIAÇÃO DE LACERAÇÕES PERINEAIS,Ensino,Maristela Belletti Mutt Urasaki,1
2024,EACH,Crescimento da Bancada da Bíblia no Congresso do Brasil e os Direitos das Minorias Sexuais,Pesquisa,Vivian Grace Fernandez Davila Urquidi,1
2024,EACH,Cultura de Internacionalização na EACH-USP: Formação Acadêmica e Engajamento Estudantil,Ensino,Thiago Allis,2
2024,EACH,Curadoria física e digital de planárias terrestres   Edição 2,Cultura e Extensão,Fernando Jesús Carbayo Baz,1
2024,EACH,De volta ao armário: políticas públicas e direitos humanos à população LGBTQIAP+,Inclusão e Pertencimento,Alessandro Soares da Silva,2
2024,EACH,Demarcar Telas: Democratizando o Saber Indígena.,Cultura e Extensão,Marisa Accioly Rodrigues da Costa Domingues,1
2024,EACH,Desastres socioambientais recentes e os níveis pluviométricos: uma análise temporal dos últimos impactos no Litoral Norte de São Paulo,Pesquisa,Flávia Noronha Dutra Ribeiro,1
2024,EACH,Desbravando o nanoverso: Um projeto de divulgação científica - Portal NanoEACH,Cultura e Extensão,Miriam Sannomiya,2
2024,EACH,"Descrição de uma nova espécie de opilião da subfamília Roeweriinae Carvalho & Kury, 2018 (Arachnida: Opiliones: Laniatores)",Pesquisa,Marcos Ryotaro Hara,1
2024,EACH,"Desenho de inibidores duais de MAO e HDAC6, possíveis candidatos terapêuticos para glioblastoma, empregando técnicas de Drug Design",Pesquisa,Káthia Maria Honorio,1
2024,EACH,Desenvolvimento de fibras a base de quitosana e cúrcuma para aplicações têxteis,Pesquisa,Silgia Aparecida da Costa,1
2024,EACH,Desenvolvimento de habilidades e competências para a elaboração de desenhos  e instrumentos na área de Gestão de Políticas Públicas,Ensino,Heber Silveira Rocha,1
2024,EACH,Desenvolvimento de metodologia de ensino para o fomento de discussões socioambientais a partir de documentários sobre moda e sustentabilidade,Ensino,Suzana Helena de Avelar Gomes,1
2024,EACH,Desenvolvimento de Metodologias de Ensino Aprendizagem para a Disciplina Comportamento Organizacional (ACH 4586).,Ensino,Andrea Leite Rodrigues,1
2024,EACH,Desenvolvimento de nanocompósitos à base de própolis e de nanoargilas haloisita e caulinita para aplicações antimicrobianas.,Pesquisa,Patricia Targon Campana,1
2024,EACH,Desenvolvimento de uma ferramenta de apoio à coordenação do curso de Sistemas de Informação Fase 3,Ensino,José de Jesus Pérez Alcazár,1
2024,EACH,Desenvolvimento de uma proposta de integração da arquitetura de Web of Things com a Ontologia SOSA/SSN,Pesquisa,Fábio Nakano,1
2024,EACH,Desenvolvimento e Aplicação de Materiais Didáticos Relacionados com Química Forense,Ensino,Káthia Maria Honorio,1
2024,EACH,"Diversidade e endemicidade de platelmintos terrestres (Platyhelminthes, Geoplanidae) do extremo norte do Vale do Ribeira, no litoral sul paulista",Pesquisa,Fernando Jesús Carbayo Baz,1
2024,EACH,"Diversidade e Inclusão nos Programas de Extensão e Cultura: Um Curso para a Promoção da Atividade Física, Esporte e Práticas Corporais na EACH-USP",Inclusão e Pertencimento,Marilia Velardi,2
2024,EACH,Divulgação Científica em uma perspectiva inclusiva,Inclusão e Pertencimento,Rosely Aparecida Liguori Imbernon,2
2024,EACH,Divulgação Científica em uma perspectiva inclusiva,Cultura e Extensão,Rosely Aparecida Liguori Imbernon,3
2024,EACH,EDUCAÇÃO E SUBJETIVIDADE NA PERSPECTIVA DE  GILLES DELEUZE E HUMBERTO MATURANA: DIÁLOGOS E POSSIBILIDADES,Pesquisa,Maria Elena Infante Malachias,1
2024,EACH,EDUCAÇÃO PERMANENTE EM SAÚDE: PERCEPÇÃO DE GESTORES ATUANTES NA REGIÃO SUDESTE E NORTE DO MUNICÍPIO DE SÃO PAULO,Pesquisa,Eunice Almeida da Silva,1
2024,EACH,EDUCAÇÃO PERMANENTE EM SAÚDE: PERCEPÇÃO DE GESTORES ATUANTES NA REGIÃO SUL DO MUNICÍPIO DE SÃO PAULO,Pesquisa,Régia Cristina Oliveira,1
2024,EACH,Elaboração de atividades práticas e dinâmicas para o ensino/aprendizagem em Gestão Sustentável de Resíduos Sólidos e Poluição do solo,Ensino,Ednilson Viana,1
2024,EACH,Elaboração de material informativo sobre a atuação de obstetrizes na atenção primária à saúde: Impactos na saúde sexual e reprodutiva,Cultura e Extensão,Glauce Cristine Ferreira Soares,1
2024,EACH,ELABORAÇÃO DE ROTEIROS E VÍDEOS PARA APLICATIVO MÓVEL DESTINADO A AMPLIAR CONHECIMENTOS DE AGENTES COMUNITÁRIOS DE SAÚDE SOBRE O PUERPÉRIO,Cultura e Extensão,Nadia Zanon Narchi,1
2024,EACH,Ensinando e aprendendo: investigações e  práticas sobre educação  não formal  no Galpão de Cultura do Jardim Lapenna,Ensino,Juliana Pedreschi Rodrigues,2
2024,EACH,Ensino de Computação no ensino básico e fundamental: aplicação dos resultados do projeto francês Pegase,Cultura e Extensão,Daniel de Angelis Cordeiro,2
2024,EACH,Ensino de lógica e conceitos de programação de computadores para alunos de Escolas Técnicas Estaduais (ETECs),Cultura e Extensão,Marcelo Medeiros Eler,2
2024,EACH,Ensino de Pesquisa de Opinião nas Escolas Públicas de São Paulo,Cultura e Extensão,Jose Mauro da Costa Hernandez,1
2024,EACH,Envelhecimento saudável: pessoas idosas na informática,Cultura e Extensão,Beatriz Aparecida Ozello Gutierrez,2
2024,EACH,Equipamentos Públicos para o enfrentamento da Fome no Estado de São Paulo: Projeto Bom Prato (2000) e Cozinhas Solidárias (2020),Pesquisa,Eduardo de Lima Caldas,1
2024,EACH,Escola digital: utilizando a tecnologia para resolver problemas sociais.,Ensino,Luciane Meneguin Ortega Vidal,1
2024,EACH,"Escuta, cuidado e comunicação entre pares como estratégia em saúde mental no Programa ECOS/USP na EACH",Inclusão e Pertencimento,Cristiane Kerches da Silva Leite,2
2024,EACH,Espaço de Práticas Sustentáveis para a Inclusão,Inclusão e Pertencimento,Tiago Mauricio Francoy,2
2024,EACH,ESTÁGIO CURRICULAR INTEGRADO   ASSISTÊNCIA PRÉ-NATAL E DE ATENDIMENTO À SAÚDE DA MULHER,Ensino,Celia Regina Maganha e Melo,1
2024,EACH,Estímulo ao Ensino de Graduação em Economia Ecológica.,Ensino,Paulo Antonio de Almeida Sinisgalli,1
2024,EACH,Estudo da qualidade do ar em escolas de São Paulo e a percepção infantil,Pesquisa,Regina Maura de Miranda,1
2024,EACH,Estudo e adaptação de uma biblioteca de ferramentas transparentes para cálculo de emissões de carbono na área de exploração de óleo e gás,Pesquisa,Marcelo de Souza Lauretto,1
2024,EACH,Estudo sobre a Variabilidade e Magnitude do Estresse Femoropatelar em Indivíduos com Dor Femoropatelar Durante a Marcha,Pesquisa,Fernando Henrique Magalhães,1
2024,EACH,EXPERIÊNCIAS DE INSERÇÃO PROFISSIONAL DE OBSTETRIZES FORMADAS EM 2018 NO BRASIL: DA FORMAÇÃO À PRÁTICA COTIDIANA,Ensino,Glauce Cristine Ferreira Soares,1
2024,EACH,Explicando Políticas no Planejamento Probabilístico,Pesquisa,Valdinei Freire da Silva,1
2024,EACH,Explorando novas estéticas para música 3D com MPEG-H e MPEG-I,Cultura e Extensão,Regis Rossi Alves Faria,1
2024,EACH,Extração de celulose de espécies fúngicas/oomycetes para aplicações têxteis,Pesquisa,Júlia Baruque Ramos,1
2024,EACH,Ferramentas de coleta de dados para ciência e ação cidadãs   um comparativo,Pesquisa,Gisele da Silva Craveiro,1
2024,EACH,Fisiologia em rede: projeto de divulgação científica de temas relacionados à fisiologia humana,Cultura e Extensão,Nayara Soares Sena Aquino,1
2024,EACH,Flora e Biogeografia das formações campestres e afloramentos rochosos de altitude no leste do estado de São Paulo: a construção de um banco de dados,Pesquisa,Leonardo Dias Meireles,1
