Edital,Unidade,Título,Vertente,Orientador,Total de Bolsa
2016,CEPEUSP,Remo meu Rumo,Cultura e Extensão,Luiz Eduardo Pinto Basto Tourinho Dantas,1
2016,CEUMA,"ACERVO AUDIOVISUAL DO CENTRO UNIVERSITÁRIO MARIA ANTONIA: PRESERVAÇÃO, ORGANIZAÇÃO E DISPONIBILIZAÇÃO À PESQUISA.",Cultura e Extensão,Myrna de Arruda Nascimento,3
2016,CEUMA,Arquitetura e Expografia,Cultura e Extensão,Myrna de Arruda Nascimento,2
2016,CEUMA,"Biblioteca Gilda de Mello e Souza: literatura e outras artes, extensão do saber.",Cultura e Extensão,Myrna de Arruda Nascimento,2
2016,CEUMA,Centro de Ação Educativa,Cultura e Extensão,Myrna de Arruda Nascimento,4
2016,CEUMA,"Comunicação e Design: Comunicação Visual, Divulgação, Site.",Cultura e Extensão,Myrna de Arruda Nascimento,2
2016,CEUMA,Extensão universitária em uma [experiência de] publicação eletrônica,Cultura e Extensão,Jose Nicolau Gregorin Filho,2
2016,CEUMA,Lembranças do Futuro: Cultura e Arte Contemporânea no Maria Antonia.,Cultura e Extensão,Myrna de Arruda Nascimento,2
2016,CEUMA,Maria Antonia no Ar.,Cultura e Extensão,Jose Nicolau Gregorin Filho,1
2016,CienTec,Projeto  Identidade Vegetal  e  Observação de aves  no Parque CienTec da USP: instrumentos de ensino alternativos para o ensino público.,Cultura e Extensão,Flavio Augusto de Souza Berchez,10
2016,CINUSP,PROGRAMA UNIFICADO DE BOLSAS DE ESTUDO PARA ESTUDANTES DE GRADUAÇÃO NO CINUSP  PAULO EMILIO,Cultura e Extensão,Cristian da Silva Borges,3
2016,CORAL USP,CORALUSP 50 anos   experiências de produção musical   da documentação aos bastidores,Cultura e Extensão,Ianni Regia Scarcelli,4
2016,CPC,Educação e patrimônio na USP: conceituação e práticas na Casa de Dona Yayá,Cultura e Extensão,Monica Junqueira de Camargo,3
2016,EACH,Aspectos biopsicossociais e sistema de saúde identificados a partir da gestão clínica que influenciam a qualidade da assistência hospital,Pesquisa,Beatriz Aparecida Ozello Gutierrez,1
2016,EACH,Geração de renda utilizando resíduos têxteis como matéria prima .,Cultura e Extensão,Francisca Dantas Mendes,1
2016,EACH,"Novos Produtos a partir de Resíduos Têxteis, como Geração de Renda .",Cultura e Extensão,Francisca Dantas Mendes,1
2016,EACH,Resíduos do Carnaval de São Paulo: caso da Escola de Samba Mocidade Alegr,Pesquisa,André Felipe Simões,1
2016,EACH,Resíduos têxteis como matéria prima utilizados pelas ONGS em seus artesanatos .,Pesquisa,Francisca Dantas Mendes,1
2016,EACH,Utilização do Eco design no desenvolvimento de novos produtos têxteis,Ensino,Francisca Dantas Mendes,1
2016,EACH,A  perspectiva de  mulheres sobre as ações de cuidado  no parto e puerperio e as implicações dessas para a relação mãe bebe,Pesquisa,Jacqueline Isaac Machado Brigagão,3
2016,EACH,A Astronomia da Antiga Mesopotâmia: recursos visuais para seu estudo,Pesquisa,Carlos Henrique Barbosa Gonçalves,1
2016,EACH,A BUSCA PELA NATUREZA NA PRÁTICA DO PARTO HUMANIZADO: MICHEL ODENT E A NOVA ERA DO PARTO ECOLÓGICO,Pesquisa,Edemilson Antunes de Campos,2
2016,EACH,A cidadania nos cenários dos Três Poderes: DOS MOVIMENTOS SOCIAIS ÀS ARENAS DE PODER,Cultura e Extensão,Marta Maria Assumpção Rodrigues,2
2016,EACH,A constituição da burocracia dos bancos públicos brasileiros: um estudo dos processos seletivos de ingresso no quadro de funcionários,Pesquisa,Cecilia Olivieri,2
2016,EACH,"A construção do Plano Municipal de Educação da Cidade de São Paulo: conflito orçamentário, projetos políticos e atores",Pesquisa,Ursula Dias Peres,3
2016,EACH,A dança como prática corporal com foco na consciência do corpo a partir de princípios gerais da Educação Somática,Ensino,Cristina Landgraf Lee,1
2016,EACH,A Evolução dos Usos de TI no Controle Social da Administração Pública Brasileira,Ensino,Jose Carlos Vaz,2
2016,EACH,A fitoquímica de extratos da planta medicinal  Espinheira : Machaerium eriocarpum Benth.,Pesquisa,Miriam Sannomiya,1
2016,EACH,A INFLUÊNCIA DA REDE DE SUPORTE SOCIAL NA MELHORA DO QUADRO CLINICO EM PACIENTES COM DIABETES MELLITO TIPO II,Pesquisa,Humberto Miguel Garay Malpartida,1
2016,EACH,A Logística na Gestão Pública,Ensino,Jose Carlos Vaz,1
2016,EACH,A utilização de Games Web para promoção do envelhecimento bem-sucedido.,Pesquisa,Meire Cachioni,1
2016,EACH,ABORDAGENS DE MARKETING APLICADAS A MÉDIAS EMPRESAS BRASILEIRAS: UM ESTUDO EXPLORATÓRIO,Pesquisa,José Glimovaldo Lupoli Junior,2
2016,EACH,Acervo do Observatório de Políticas Públicas,Cultura e Extensão,Jose Renato de Campos Araujo,2
2016,EACH,ADOLESCER   A Atenção Primária à Saúde como base de promoção da saúde sexual e reprodutiva de adolescentes,Cultura e Extensão,Celia Regina Maganha e Melo,2
2016,EACH,Alfabetização Corporal para o Desenvolvimento Humano,Cultura e Extensão,Mariana Harumi Cruz Tsukamoto,2
2016,EACH,Ambiente para desenvolvimento de projetos de inovação dentro do âmbito do Programa Empreendedorismo-Escola.,Cultura e Extensão,Luciane Meneguin Ortega Vidal,2
2016,EACH,Análise comparativa da rentabilidade e viabilidade das empresas públicas Metrô e CPTM,Pesquisa,Jaime Crozatti,2
2016,EACH,Análise da implementação dos planos diretores estratégicos do município de São Paulo sob uma perspectiva histórica,Pesquisa,Jose Carlos Vaz,1
2016,EACH,Análise de bibliotecas para identificar bactérias produtoras de enzimas de interesse industrial,Pesquisa,Felipe Santiago Chambergo Alcalde,1
2016,EACH,Análise de confiabilidade e validação de conteúdo e construto da Avaliação Multidimensional do Idoso Plano de Atenção Gerontológica (PAGe).,Ensino,Ruth Caldeira de Melo,4
2016,EACH,Análise de rede de publicações e citações da área de Dados Governamentais Abertos: Revisão de literatura e identificação de clusters,Pesquisa,Jose Carlos Vaz,2
2016,EACH,Análise de utilização de íons do solo na geração de energia elétrica,Pesquisa,André Felipe Simões,1
2016,EACH,Análise do gênero na produção científica: Um estudo de caso da área de Ciências Exatas e da Terra,Pesquisa,Esteban Fernandez Tuesta,1
2016,EACH,"ANALISE GEOAMBIENTAL DA ÁREA SITUADA AO REDOR DO EMISSARIO SUBMARINO DE EFLUENTE PETROQUIMICO DO POLO ATALAIA, SERGIPE",Pesquisa,Wânia Duleba,1
2016,EACH,Aplicação de computação evolutiva na resolução de mineração de processos,Pesquisa,Marcelo Fantinato,1
2016,EACH,Aplicações do projeto R.I.T.A. envolvendo a divulgação científica na Educação Infantil a partir de músicas sobre animais,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Apoio à disciplina Políticas Públicas Setoriais II - Direitos e Multiculturalismo,Ensino,Jorge Alberto Silva Machado Villanueva,1
2016,EACH,"Apoio ao desenvolvimento de atividades
ecológicas, educacionais e vivências interculturais
com a aldeia Tupi-Guarani Rio Silveiras",Cultura e Extensão,Jorge Alberto Silva Machado Villanueva,1
2016,EACH,Aprimoramento do Aprendizado de Programação do Aluno do Ensino Técnico via Dinâmicas de Coding Dojo e Minimaratonas de Programação,Cultura e Extensão,Sarajane Marques Peres,2
2016,EACH,ARRANJOS INSTITUCIONAIS COMPLEXOS CAPACIDADES NA ADMINISTRAÇÃO PÚBLICA:OLHAR A PARTIR DO CENÁRIO DO CONGRESSO CONSAD DE GESTÃO PÚBLICA.,Pesquisa,Jose Carlos Vaz,1
2016,EACH,As árvores genealógicas como ferramenta de iniciação à pesquisa sociológica,Ensino,Graziela Serroni Perosa,2
2016,EACH,AS DIFERENTES DIMENSÕES DO BEM-ESTAR E DAS DESIGUALDADES SOCIAIS NO BRASIL E NA FRANÇA,Pesquisa,Graziela Serroni Perosa,2
2016,EACH,AS MOTIVAÇÕES QUE LEVAM OS IDOSOS A PARTICIPAREM DO PROJETO TEATRO NA TERCEIRA IDADE,Cultura e Extensão,Rosa Yuka Sato Chubaci,2
2016,EACH,As tradições de pesquisa em ciências exatas e naturais na FFCL/USP: levantamento de informações sobre as teses defendidas entre 1940 e 1969,Pesquisa,Thomás Augusto Santoro Haddad,3
2016,EACH,Assessoria de Imprensa em Empresas Juniores:Estudo da Marketing Júnior EACH-USP,Cultura e Extensão,Sandra Lucia Amaral de Assis Reimão,1
2016,EACH,ASSOCIAÇÃO ENTRE EXERCÍCIO FÍSICO E ÔMEGA-3 POTENCIALIZA ATIVIDADES CEREBRAIS?,Pesquisa,Michele Schultz Ramos,1
2016,EACH,Associações entre competência motora e prática de atividade física durante a infância e adolescência,Pesquisa,Alessandro Hervaldo Nicolai Ré,2
2016,EACH,Atividades físicas como propulsoras de mudanças comportamentais e enfrentamento do estresse: funcionários (docentes e não docentes) e sedentários,Pesquisa,Cristina Landgraf Lee,2
2016,EACH,Atividades físicas e estratégias de consciência corporal como formas de enfrentamento do estresse para a comunidade da EACH,Cultura e Extensão,Cristina Landgraf Lee,2
2016,EACH,Atividades práticas para as disciplinas de graduação de Têxtil e Moda.,Ensino,Mauricio de Campos Araujo,1
2016,EACH,"AVALIAÇÃO AMBIENTAL DO POLO DO ATALAIA, SERGIPE, A PARTIR DE ANÁLISES SEDIMENTOLÓGICAS E DE BIOINDICADORES BENTÔNICOS",Pesquisa,Wânia Duleba,1
2016,EACH,AVALIAÇÃO DA EFICÁCIA DE POLÍTICAS DE CONTROLE DE EMISSÃO VEICULAR NA REGIÃO METROPOLITANA DE SÃO PAULO,Pesquisa,Flávia Noronha Dutra Ribeiro,2
2016,EACH,AVALIAÇÃO DA EVOLUÇÃO DE TRAUMA PERINEAL ESPONTÂNEO NO PÓS-PARTO,Pesquisa,Maristela Belletti Mutt Urasaki,1
2016,EACH,Avaliação das condições de vulnerabilidade socioambiental dos catadores que atuam em cooperativas na cidade de São Paulo,Pesquisa,Sylmara Lopes Francelino Gonçalves Dias,1
2016,EACH,Avaliação do Programa   Turismo do Saber   como Experiência de Turismo Social,Pesquisa,Marcelo Vilela de Almeida,1
2016,EACH,Avaliação do risco de hospitalização de idosos,Pesquisa,Beatriz Aparecida Ozello Gutierrez,1
2016,EACH,Biodigestor domiciliar: Avaliação dos parâmetros de produção de biogás quando operado por co-digestão,Pesquisa,Ednilson Viana,1
2016,EACH,Bonecas (os) no universo infantil: por uma educação que considera a diversidade,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,"Brasil Migrante. Fluxos Populacionais, Políticas Públicas e Estruturas Estatais (1980-2012)",Pesquisa,Jose Renato de Campos Araujo,3
2016,EACH,Capacidades estatais e as formas de participação online  nos espaços nacionais de Conferências,Pesquisa,Jose Carlos Vaz,1
2016,EACH,Capacidades tecnológicas na ação pública: uma abordagem situacional,Pesquisa,Jose Carlos Vaz,1
2016,EACH,Capacitação profissional: possibilidades de melhorias na atuação da equipe de cuidados paliativos.,Pesquisa,Beatriz Aparecida Ozello Gutierrez,1
2016,EACH,CARACTERÍSTICAS DE TRAUMAS PERINEAIS ESPONTÂNEOS EM PARTOS VAGINAIS,Pesquisa,Maristela Belletti Mutt Urasaki,1
2016,EACH,CENSO DA PROMOÇÃO DA ATIVIDADE FÍSICA DAS PRÁRICAS INTEGRATIVAS NAS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE SÃO PAULO,Pesquisa,Douglas Roque Andrade,3
2016,EACH,Centro de Documentação -História  e Memória da Obstetrícia,Cultura e Extensão,Elizabete Franco Cruz,1
2016,EACH,CineDiversidade,Cultura e Extensão,Alessandro Soares da Silva,2
2016,EACH,Clube Tetéia: Educação ambiental para idosos no parque Zoológico de São Paulo,Cultura e Extensão,Rosa Yuka Sato Chubaci,2
2016,EACH,Como meu filho pensa e como eu desejo a minha casa   o conforto pela perspectiva de pessoas maduras e seus pais idosos.,Pesquisa,Maria Luisa Trindade Bestetti,1
2016,EACH,"Comportamento empreendedor: criatividade, resiliência e inovação",Pesquisa,Lisete Barlach,2
2016,EACH,Comunicação de riscos advindos das mudanças climáticas globais no Vale Histórico Paulista: ações para a formulação de um plano de adaptação,Pesquisa,Silvia Helena Zanirato,1
2016,EACH,Conhecimento e práticas em saúde sexual e reprodutiva: um estudo com colaboradores de uma universidade pública,Pesquisa,Celia Regina Maganha e Melo,1
2016,EACH,CONSERVAÇÃO DO PATRIMÔNIO HISTÓRICO EDIFICADO: AGENTES DE BIODETERIORAÇÃO NA ARQUITETURA COM TERRA NO VALE HISTÓRICO PAULISTA,Pesquisa,Andrea Cavicchioli,1
2016,EACH,CONSÓRCIOS PÚBLICOS DE SAÚDE NO BRASIL: DIAGNÓSTICO DOS DESENHOS ORGANIZACIONAIS EM NÍVEL NACIONAL,Pesquisa,Cecilia Olivieri,2
2016,EACH,Consumismo: uma análise psicossocial da modernidade,Pesquisa,Lisete Barlach,2
2016,EACH,Contribuições socioantropológicas para (re)pensar a juventude e a gravidez na adolescência,Pesquisa,Régia Cristina Oliveira,1
2016,EACH,Controle de Políticas Públicas Pelos Tribunais de Contas: Um estudo em busca da efetividade na leitura de indicadores orçamentários,Pesquisa,Jaime Crozatti,2
2016,EACH,Conversas de velhos: o discurso e a política do envelhecimento ativo,Cultura e Extensão,Andrea Viude Castanho,1
2016,EACH,"Crescimento e desenvolvimento infantil do zero aos seis meses de vida: acompanhamento ambulatorial para a promoção
da saúde da mulher e da criança",Pesquisa,Roselane Gonçalves,2
2016,EACH,Curso Livre de Música,Cultura e Extensão,Maria Eliza Mattosinho Bernardes,4
2016,EACH,D.I.A.N (Debates e Investigações sobre Animais e Natureza): A música como possibilidade de desenvolver nas crianças uma empatia ao animal,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,D.I.A.N.   Debate e investigação sobre animais e natureza   Construindo colmeia e apiário com material reciclável,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,"D.I.A.N.   Debates e Investigação sobre Animais e a Natureza   o uso do filme Bee Movie, a divulgação científica e os Direitos Animais",Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,D.I.A.N. (Debates e Investigações sobre Animais e Natureza)   Alteridade e ética em filmes com animais.,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,D.I.A.N. Debates e Investigações sobre Animais e Natureza   Jogos meio ambiente,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,D.I.A.N. Debates e Investigações sobre Animais e Natureza   Teatro da importância das abelhas,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Dados Governamentais Abertos: Análise e Ranqueamento da abertura de dados de Trânsito e Mobilidade dos 10 maiores municípios do Estado de São Paulo,Pesquisa,Jose Carlos Vaz,1
2016,EACH,Debates e Investigações sobre Animais e Natureza - Percurso da polinização das abelhas,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Desafios para a Gestão Municipal em São Paulo,Ensino,Jose Carlos Vaz,1
2016,EACH,"Desburocratiza, USP! - Fase 2",Cultura e Extensão,Jose Carlos Vaz,1
2016,EACH,Desenvolvimento de biodigestor residencial para resíduos sólidos orgânicos,Pesquisa,Ednilson Viana,1
2016,EACH,Desenvolvimento de Interface de Usuário para Programação de Robôs Educacionais baseados em Arduíno no Contexto do Projeto LYRA,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Desenvolvimento de Jogos Virtuais para apoio a fisioterapia de crianças com limitações motoras.,Pesquisa,Luciano Vieira de Araújo,2
2016,EACH,Desenvolvimento de Materiais de Divulgação Científica Relacionados com Nanociência e Nanotecnologia,Cultura e Extensão,Miriam Sannomiya,1
2016,EACH,Desenvolvimento de um Jogo Aplicado ao Ensino de Química Medicinal,Ensino,Káthia Maria Honorio,2
2016,EACH,"Desenvolvimento e operação de atividades e visitas técnicas para as disciplinas ACH1535, ACH1588 e ACH3598: lazer, turismo, cultura e patrimônio",Ensino,André Fontan Kohler,1
2016,EACH,Dinâmicas da implementação da política de assistência social no município de São Paulo,Pesquisa,Renata Mirandola Bichir,2
2016,EACH,E.M.M.A.   Estudos Sobre a Mulher e as Minorias na Arte-Ciência: A Representação Feminina nos Filmes de Ficção Científica,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,"E.M.M.A.   Estudos Sobre a Mulher e as Minorias na Arte-Ciência: Relações de Gênero
e a Mulher na Robótica",Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,E.M.M.A.   Estudos Sobre a Mulher e as Minorias na Arte-Ciência: Relações de Gênero na Educação Infantil e a Mulher na Astronomia e na Astronáutica,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,E.M.M.A.   Estudos Sobre a Mulher e as Minorias na Arte-Ciência: Relações de Gênero na Obra de Ficção Cientifica  Contato  de Carl Sagan,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,E.M.M.A.   Estudos Sobre a Mulher e as Minorias na Arte-Ciência: Relações e Estereótipos de Gênero na Educação Infantil,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,EACH de Portas Abertas,Ensino,Viviane Abreu Nunes Cerqueira Dantas,3
2016,EACH,Ecos da violência obstétrica na assistência às mulheres imigrantes.,Pesquisa,Claudia Medeiros de Castro,1
2016,EACH,EDUCAÇÃO EM SAÚDE SOB A PERSPECTIVA DE GÊNERO,Cultura e Extensão,Edemilson Antunes de Campos,2
2016,EACH,EDUCAÇÃO PARA O DESENVOLVIMENTO SUSTENTÁVEL (EDS) NA EDUCAÇÃO BÁSICA NA PERSPECTIVA DA AGENDA 2030-ONU,Pesquisa,Rosely Aparecida Liguori Imbernon,1
2016,EACH,Educação para Todas e Todos,Cultura e Extensão,Jose Carlos Vaz,2
2016,EACH,EFEITO DA IDADE RELATIVA NO RUGBY BRASILEIRO E NA SELEÇÃO BRASILEIRA DE RUGBY PARA OS JOGOS OLÍMPICOS DO BRASIL 2016.,Pesquisa,Marcelo Massa,2
2016,EACH,Elaboração de caso de ensino sobre hortas nas escolas como alternativa de desenvolvimento de mercados e sustentabilidade para comunidades,Ensino,Tania Pereira Christopoulos,1
2016,EACH,Em busca do Envelhecimento Ativo pela prática da Dança Sênior na UNATI   USP,Cultura e Extensão,Rosa Yuka Sato Chubaci,3
2016,EACH,ENSAIO CLÍNICO SOBRE O USO DE COLA CIRÚRGICA NO REPARO DE EPISIOTOMIAS E LACERAÇÕES PERINEAIS DE SEGUNDO GRAU,Pesquisa,Adriana Caroci Becker,2
2016,EACH,Ensino-Aprendizagem colaborativos e multidisciplinres com Arduíno e Raspberry Pi,Cultura e Extensão,Jorge Alberto Silva Machado Villanueva,1
2016,EACH,Equilibre-se,Cultura e Extensão,Ruth Caldeira de Melo,2
2016,EACH,Escalonamento de Tarefas em Processadores de Velocidade Variável em Múltiplas Organizações,Pesquisa,Daniel de Angelis Cordeiro,1
2016,EACH,"Especificação, construção e aplicação de veículos aéreos não tripulados (VANT) em pesquisa e extensão",Pesquisa,Fábio Nakano,1
2016,EACH,Estudo da Execução Orçamentária na Função Saúde e do IDSUS dos Municípios Brasileiros do período entre 1989 e 2015.,Pesquisa,Jaime Crozatti,2
2016,EACH,Estudo da leitura animada em atividades de investigação na obra infantil É o lobo?,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Estudo sistemático e comparativo da base de dados da Tecidoteca EACH-USP.,Pesquisa,Mauricio de Campos Araujo,1
2016,EACH,Estudo sobre atividades de investigação em leitura na obra O Guia do Mochileiro das Galáxias,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Estudo sobre o potencial dos mapas conceituais com erros como ferramenta de avaliação no ensino de graduação,Ensino,Paulo Rogério Miranda Correia,3
2016,EACH,"Estudo taxonômico de uma espécie de planária terrestre (Platyhelminthes, Tricladida) brasileira",Pesquisa,Fernando Jesús Carbayo Baz,1
2016,EACH,"Estudo taxonômico de uma planária de água doce (Dugesiidae, Tricladida, Platyhelminthes) do Paraná",Pesquisa,Fernando Jesús Carbayo Baz,1
2016,EACH,Estudos de Longevidade Cronológica e Replicativa em Saccharomyces cerevisiae,Pesquisa,José Ribamar dos Santos Ferreira Júnior,1
2016,EACH,Estudos de Políticas Publicas e sua relação com as questões de Conservação ambiental e habitacional do Pq Chác. Baronesa (São Paulo),Pesquisa,Neli Aparecida de Mello Théry,1
2016,EACH,Estudos por Ancoramento e Dinâmica Molecular de Antagonistas 1-Arilpirazóis e o Receptor Sigma-1 Relacionado com a Dor Neuropática,Pesquisa,Káthia Maria Honorio,1
2016,EACH,Fatores associados à integridade e traumas perineais espontâneos ou por episiotomia,Pesquisa,Marlise de Oliveira Pimentel Lima,1
2016,EACH,"Formação de um banco de dados e de um índex de verbetes para  periódicos sobre matemática, física e engenharia na Primeira República.",Pesquisa,Rogério Monteiro de Siqueira,3
2016,EACH,"Funcionamento Conjugal, Depressão e Satisfação com a Vida 
em Casais Idosos de Ermelino Matarazzo",Pesquisa,Deusivania Vieira da Silva Falcão,2
2016,EACH,"Gênero, exploração espacial e mídia em jogos de RPG: um estudo aplicado. MARIA   Exploração Espacial",Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Ginástica para Todos na EACH,Cultura e Extensão,Mariana Harumi Cruz Tsukamoto,2
2016,EACH,Grupo de Estudos de Tecnologias Web - Projeto WebDev,Ensino,Luciane Meneguin Ortega Vidal,2
2016,EACH,Impactos gerados pelo Programa Empreendedorismo-Escola junto a comunidade do campus leste da Universidade de São Paulo.,Pesquisa,Luciane Meneguin Ortega Vidal,4
2016,EACH,Implementação de Métodos Estatísticos para Avaliação Quantitativa do Risco de Evasão Estudantil em Cursos de Graduação,Pesquisa,Marcelo de Souza Lauretto,1
2016,EACH,"IMPLICAÇÕES DO CUIDADO NO TRABALHO DE PARTO, PARTO E PUERPÉRIO PARA REGENERAÇÃO DO PERÍNEO",Pesquisa,Roselane Gonçalves,2
2016,EACH,Influencias e estratégias das blogueiras de lifestyle,Pesquisa,Miguel Angelo Hemzo,1
2016,EACH,Iniciativas em Educação Empreendedora: experiência do curso Jovens Empreendedores Primeiros Passos do Sebrae.,Ensino,Cynthia Harumy Watanabe Correa,1
2016,EACH,Internet of Things - Criação de dispositivos para integração e automação de dispositivos residenciais.,Pesquisa,Luciano Vieira de Araújo,3
2016,EACH,Jogo de reabilitação baseado em processos físicos controlados pelo olhar,Pesquisa,Helton Hideraldo Biscaro,2
2016,EACH,L.U.C.I.A   Leituras Universais e Criatividade Investigação da Arte   Ciência na Literatura   Construção de  robô.,Pesquisa,Luis Paulo de Carvalho Piassi,1
2016,EACH,Lazer e envelhecimento na perspectiva do envelhecimento saudável,Pesquisa,Andrea Viude Castanho,2
2016,EACH,"Lazer, aventura e natureza: criação e operação de visitas, passeios e trilhas de aventura e natureza na Região Metropolitana de São Paulo",Cultura e Extensão,André Fontan Kohler,1
2016,EACH,"Lazer, cultura e educação patrimonial na Cidade de São Paulo: estruturação de visitas e passeios histórico-culturais.",Cultura e Extensão,André Fontan Kohler,1
2016,EACH,LEI E MEDIAÇÃO RACIAL: O PAPEL E A EFICÁCIA DA LEI COMO MEDIADOR DAS RELAÇÕES RACIAIS NO BRASIL CONTEMPORÂNEO,Pesquisa,Gislene Aparecida dos Santos,2
2016,EACH,Leituras Quase Obrigatórias - Fase 2,Cultura e Extensão,Jose Carlos Vaz,1
